firm_name,firm_website,challenge_name,markets,account_size,price,billing_type,currency,profit_target_pct,max_drawdown_pct,daily_drawdown_pct,drawdown_type,minimum_days,maximum_days,payout_frequency_days,payout_split_pct,payout_conditions,platforms,activation_fee,max_payout,contracts,data_feed,source_url,source_type,confidence
FundedElite,,2-Step 100K,cfd,100000,179.4,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
FundedNext,,1-Step 6K,cfd,6000,49.49,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
FundedNext,,1-Step 15K,cfd,15000,97.49,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
FundedNext,,1-Step 25K,cfd,25000,164.99,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
FundedNext,,1-Step 50K,cfd,50000,247.49,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
FundedNext,,2-Step 100K,cfd,100000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $100K at 467.49–549.99; $200K at 934.99–1099.99.",,,,,,,,
FundedNext,,2-Step 200K,cfd,200000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $100K at 467.49–549.99; $200K at 934.99–1099.99.",,,,,,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Rapid Pro 25K,futures,25000,,one_time,USD,6,4,,eod_trailing,,,1,90,No daily loss limit by default. Can pass in one day. Consistency applies once funded. Published as a range rather than one figure: $60.30–$149.99. Not recorded as a price. Published as a range rather than one figure: $112.50–$249.99. Not recorded as a price. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Rapid Daily 25K,futures,25000,,one_time,USD,6,4,2,eod_trailing,,,1,90,Daily rewards. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Flex 25K,futures,25000,79.99,one_time,USD,6,4,,eod_trailing,,,1,95,No daily loss limit. Reward share up to 90%. Price varies by size and configuration. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Legacy 25K,futures,25000,,,USD,5,4,,eod_trailing,,,,80,Price varies.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Rapid Pro 50K,futures,50000,149.99,one_time,USD,6,4,,eod_trailing,,,1,90,No daily loss limit by default. Can pass in one day. Consistency applies once funded. Published as a range rather than one figure: $60.30–$149.99. Not recorded as a price. Published as a range rather than one figure: $112.50–$249.99. Not recorded as a price. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Rapid Daily 50K,futures,50000,79.99,one_time,USD,6,4,2,eod_trailing,,,1,90,Daily rewards. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Flex 50K,futures,50000,60.3,one_time,USD,5,3,,eod_trailing,,,1,95,No daily loss limit. Reward share up to 90%. Price varies by size and configuration. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Legacy 50K,futures,50000,,,USD,6,4,,eod_trailing,,,,80,Price varies.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Rapid Pro 100K,futures,100000,249.99,one_time,USD,5,2.5,,eod_trailing,,,1,90,No daily loss limit by default. Can pass in one day. Consistency applies once funded. Published as a range rather than one figure: $60.30–$149.99. Not recorded as a price. Published as a range rather than one figure: $112.50–$249.99. Not recorded as a price. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Rapid Daily 100K,futures,100000,,one_time,USD,5,2.5,1.25,eod_trailing,,,1,90,Daily rewards. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Flex 100K,futures,100000,112.5,one_time,USD,5,2.5,,eod_trailing,,,1,95,No daily loss limit. Reward share up to 90%. Price varies by size and configuration. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Legacy 100K,futures,100000,,,USD,6,3,,eod_trailing,,,,80,Price varies.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundedNext Futures,https://helpfutures.fundednext.com/,Flex 150K,futures,150000,217.8,one_time,USD,5.333,2.667,,eod_trailing,,,1,95,No daily loss limit. Reward share up to 90%. Price varies by size and configuration. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
FundingPips,,2-Step Flex 5K,cfd,5000,25.6,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
FundingPips,,2-Step 10K,cfd,10000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $10K at 44–50.40; $25K at 107.20+; $50K at 228+.",,,,,,,,
FundingPips,,2-Step 25K,cfd,25000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $10K at 44–50.40; $25K at 107.20+; $50K at 228+.",,,,,,,,
FundingPips,,2-Step 50K,cfd,50000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $10K at 44–50.40; $25K at 107.20+; $50K at 228+.",,,,,,,,
FundingPips,,2-Step 100K,cfd,100000,417.6,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $10K at 44–50.40; $25K at 107.20+; $50K at 228+.",,,,,,,,
FundingPips,,1-Step 100K,cfd,100000,469.04,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
FuturesElite,https://futureselite.com/,Instant Challenge 25K,futures,25000,,one_time,USD,,,,eod_trailing,10,,10,80,"No traditional evaluation, but 10 trading days are required before a payout. Consistency starts at 20%, rises to 25% after the second payout and 30% after the third. No buffer requirement. Price varies. Payouts every 10 days.",NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Prime 50K,futures,50000,,,USD,6,,,intraday_trailing,,,5,80,"Contract limits increase with account size. Target, drawdown and price depend on the Prime configuration. Payouts every 5 days. No daily loss limit on this plan.",NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Elite 50K,futures,50000,116.35,one_time,USD,6,4,,eod_trailing,,,1,90,Higher tier than Prime. Contract limits depend on size. Price varies. Payouts every 1 day. No daily loss limit on this plan.,NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,4/40,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Instant Challenge 50K,futures,50000,,one_time,USD,,,,eod_trailing,10,,10,80,"No traditional evaluation, but 10 trading days are required before a payout. Consistency starts at 20%, rises to 25% after the second payout and 30% after the third. No buffer requirement. Price varies. Payouts every 10 days.",NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Prime 100K,futures,100000,,,USD,6,,,intraday_trailing,,,5,80,"Contract limits increase with account size. Target, drawdown and price depend on the Prime configuration. Payouts every 5 days. No daily loss limit on this plan.",NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Elite 100K,futures,100000,202.4,one_time,USD,6,3,,eod_trailing,,,1,90,Higher tier than Prime. Contract limits depend on size. Price varies. Payouts every 1 day. No daily loss limit on this plan.,NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,8/80,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Instant Challenge 100K,futures,100000,375.2,one_time,USD,,3,,eod_trailing,10,,10,80,"No traditional evaluation, but 10 trading days are required before a payout. Consistency starts at 20%, rises to 25% after the second payout and 30% after the third. No buffer requirement. Price varies. Payouts every 10 days.",NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,8/80,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Prime 150K,futures,150000,,,USD,6,3,,intraday_trailing,,,5,80,"Contract limits increase with account size. Target, drawdown and price depend on the Prime configuration. Payouts every 5 days. No daily loss limit on this plan.",NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Elite 150K,futures,150000,239.85,one_time,USD,6,3,,eod_trailing,,,1,90,Higher tier than Prime. Contract limits depend on size. Price varies. Payouts every 1 day. No daily loss limit on this plan.,NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,10/100,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
FuturesElite,https://futureselite.com/,Instant Challenge 150K,futures,150000,,one_time,USD,,,,eod_trailing,10,,10,80,"No traditional evaluation, but 10 trading days are required before a payout. Consistency starts at 20%, rises to 25% after the second payout and 30% after the third. No buffer requirement. Price varies. Payouts every 10 days.",NinjaTrader; Quantower; Tradovate; ATAS; Deepcharts; Deepmap; Volumetrica Trading,,,,"Dorman, DXFeed, EdgeClear, NinjaTrader",,,
Goat Funded Futures,https://goatfundedfutures.com/,Sprint Challenge 25K,futures,25000,79,one_time,USD,6,4,,eod_trailing,,,,90,"No challenge consistency, but a funded consistency rule of 35% applies. 90/10 from the first dollar. 5 winning days for a payout. Price varies. A daily loss limit applies but the figure is not recorded — do not read the blank as 'no daily rule'. No consistency rule during the evaluation.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Instant Funded 25K,futures,25000,,,USD,,,3,intraday_trailing,10,,7,90,"No evaluation. 7 days to a payout. 100% of the first $10K, then 90/10. Price varies. Payouts every 7 days. No evaluation. Before a first payout the balance must grow 7%, over at least 7 winning days and 10 calendar days. The daily loss limit is a soft breach that pauses the account until the next session. Profit on any one day is capped at 5% of the balance, after which trading stops for the day.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,EOD Challenge 50K,futures,50000,69,one_time,USD,6,4,,eod_trailing,,,7,80,"No daily loss limit during the challenge; funded accounts carry $1,250 / $2,500 / $3,750 by size. Funded consistency 30%. No activation fee. 5 winning days for a payout. Payouts every 7 days. Payout eligibility is every 7 winning days; a winning day is at least 0.2% of the starting balance. Minimum payout $500. No activation fee. The 30% cap is on the best day's share of total profit and gates the payout, not the pass.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Sprint Challenge 50K,futures,50000,109,one_time,USD,6,4,,eod_trailing,,,,90,"No challenge consistency, but a funded consistency rule of 35% applies. 90/10 from the first dollar. 5 winning days for a payout. Price varies. A daily loss limit applies but the figure is not recorded — do not read the blank as 'no daily rule'. No consistency rule during the evaluation.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Instant Funded 50K,futures,50000,,,USD,,,3,intraday_trailing,10,,7,90,"No evaluation. 7 days to a payout. 100% of the first $10K, then 90/10. Price varies. Payouts every 7 days. No evaluation. Before a first payout the balance must grow 7%, over at least 7 winning days and 10 calendar days. The daily loss limit is a soft breach that pauses the account until the next session. Profit on any one day is capped at 5% of the balance, after which trading stops for the day.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Flex Challenge 50K,futures,50000,99,one_time,USD,6,4,,eod_trailing,,,,80,"No daily loss limit, no consistency rule, no time limit, no microscalping restriction and no two-minute holding rule. 80/20 by default, 90/10 optional. 5 winning days for a payout. Price varies. The table shows a 90% split on the 100K Flex against 80% on the other Flex sizes; 80 is kept as the plan rate and the discrepancy needs settling. No daily loss limit and no consistency rule once funded. Default split 80/20, with a 90/10 add-on sold for an extra 20% of the challenge price.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Instant Funded 75K,futures,75000,,,USD,,,3,intraday_trailing,10,,7,90,"No evaluation. 7 days to a payout. 100% of the first $10K, then 90/10. Price varies. Payouts every 7 days. No evaluation. Before a first payout the balance must grow 7%, over at least 7 winning days and 10 calendar days. The daily loss limit is a soft breach that pauses the account until the next session. Profit on any one day is capped at 5% of the balance, after which trading stops for the day.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,EOD Challenge 100K,futures,100000,132,one_time,USD,6,3,,eod_trailing,,,7,80,"No daily loss limit during the challenge; funded accounts carry $1,250 / $2,500 / $3,750 by size. Funded consistency 30%. No activation fee. 5 winning days for a payout. Payouts every 7 days. Payout eligibility is every 7 winning days; a winning day is at least 0.2% of the starting balance. Minimum payout $500. No activation fee. The 30% cap is on the best day's share of total profit and gates the payout, not the pass.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Sprint Challenge 100K,futures,100000,,one_time,USD,6,,,eod_trailing,,,,90,"No challenge consistency, but a funded consistency rule of 35% applies. 90/10 from the first dollar. 5 winning days for a payout. Price varies. A daily loss limit applies but the figure is not recorded — do not read the blank as 'no daily rule'. No consistency rule during the evaluation.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Instant Funded 100K,futures,100000,,,USD,,,3,intraday_trailing,10,,7,90,"No evaluation. 7 days to a payout. 100% of the first $10K, then 90/10. Price varies. Payouts every 7 days. No evaluation. Before a first payout the balance must grow 7%, over at least 7 winning days and 10 calendar days. The daily loss limit is a soft breach that pauses the account until the next session. Profit on any one day is capped at 5% of the balance, after which trading stops for the day.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Flex Challenge 100K,futures,100000,159,one_time,USD,6,3,,eod_trailing,,,,80,"No daily loss limit, no consistency rule, no time limit, no microscalping restriction and no two-minute holding rule. 80/20 by default, 90/10 optional. 5 winning days for a payout. Price varies. The table shows a 90% split on the 100K Flex against 80% on the other Flex sizes; 80 is kept as the plan rate and the discrepancy needs settling. No daily loss limit and no consistency rule once funded. Default split 80/20, with a 90/10 add-on sold for an extra 20% of the challenge price.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,EOD Challenge 150K,futures,150000,185,one_time,USD,6,3,,eod_trailing,,,7,80,"No daily loss limit during the challenge; funded accounts carry $1,250 / $2,500 / $3,750 by size. Funded consistency 30%. No activation fee. 5 winning days for a payout. Payouts every 7 days. Payout eligibility is every 7 winning days; a winning day is at least 0.2% of the starting balance. Minimum payout $500. No activation fee. The 30% cap is on the best day's share of total profit and gates the payout, not the pass.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Instant Funded 150K,futures,150000,,,USD,,,3,intraday_trailing,10,,7,90,"No evaluation. 7 days to a payout. 100% of the first $10K, then 90/10. Price varies. Payouts every 7 days. No evaluation. Before a first payout the balance must grow 7%, over at least 7 winning days and 10 calendar days. The daily loss limit is a soft breach that pauses the account until the next session. Profit on any one day is capped at 5% of the balance, after which trading stops for the day.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Futures,https://goatfundedfutures.com/,Flex Challenge 150K,futures,150000,299,one_time,USD,6,3,,eod_trailing,,,,80,"No daily loss limit, no consistency rule, no time limit, no microscalping restriction and no two-minute holding rule. 80/20 by default, 90/10 optional. 5 winning days for a payout. Price varies. The table shows a 90% split on the 100K Flex against 80% on the other Flex sizes; 80 is kept as the plan rate and the discrepancy needs settling. No daily loss limit and no consistency rule once funded. Default split 80/20, with a 90/10 add-on sold for an extra 20% of the challenge price.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; Deepmap; Tickblaze; Volumetrica,,,,"CQG, DXFeed, Tickblaze",,,
Goat Funded Trader,,Instant 5K,cfd,5000,29,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Goat Funded Trader,,Instant 10K,cfd,10000,57,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Goat Funded Trader,,2-Step 25K,cfd,25000,79,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $100K at 239–314.",,,,,,,,
Goat Funded Trader,,2-Step 50K,cfd,50000,179,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $100K at 239–314.",,,,,,,,
Goat Funded Trader,,2-Step 100K,cfd,100000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $100K at 239–314.",,,,,,,,
Hola Prime,,2-Step 2K,cfd,2000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $2K at 9–17; $5K at 31.20–47.20.",,,,,,,,
Hola Prime,,2-Step 5K,cfd,5000,,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $2K at 9–17; $5K at 31.20–47.20.",,,,,,,,
Hola Prime,,2-Step 10K,cfd,10000,87.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $2K at 9–17; $5K at 31.20–47.20.",,,,,,,,
Hola Prime,,2-Step 25K,cfd,25000,183.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed. Published as ranges rather than single figures, so not recorded as prices: $2K at 9–17; $5K at 31.20–47.20.",,,,,,,,
Hola Prime,,Instant 25K,cfd,25000,295.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Hola Prime,,1-Step 50K,cfd,50000,263.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Hola Prime,,Instant 50K,cfd,50000,551.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Hola Prime Futures,https://holaprime.com/futures/,1-Step 50K,futures,50000,99,,USD,6,5,,eod_trailing,,,,90,The source does not record a daily loss limit — do not read the blank as 'no daily rule'. Payout frequency: On Demand,NinjaTrader; Tradovate,,,,,,,
Lucid Trading,https://lucidtrading.com/,LucidFlex 25K,futures,25000,65.3,one_time,USD,,4,,eod_trailing,2,,5,90,No daily loss limit. No consistency rule once funded. No activation fee. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidPro 25K,futures,25000,65.3,one_time,USD,5,4,,eod_trailing,3,,5,90,No daily loss limit. The 40% consistency rule applies once funded. No activation fee. The supplied table lists 50K alternatives at $115.20–$140.40 and a $25K alternative at $85 without saying which Lucid product each belongs to. Published as a range rather than one figure: $115.20–$140.40. Not recorded as a price. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,2/20,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidFlex 50K,futures,50000,105.2,one_time,USD,6,4,,eod_trailing,2,,5,90,No daily loss limit. No consistency rule once funded. No activation fee. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidPro 50K,futures,50000,105.2,one_time,USD,6,4,,eod_trailing,3,,5,90,No daily loss limit. The 40% consistency rule applies once funded. No activation fee. The supplied table lists 50K alternatives at $115.20–$140.40 and a $25K alternative at $85 without saying which Lucid product each belongs to. Published as a range rather than one figure: $115.20–$140.40. Not recorded as a price. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,4/40,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidDaily Intraday DLL 50K,futures,50000,136,one_time,USD,6,4,,intraday_trailing,,,1,90,Daily payouts. No activation fee. Intraday trailing is materially harsher than the EOD variant on the same figures. Payouts every 1 day. A daily loss limit applies but the figure is not recorded — do not read the blank as 'no daily rule'.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidDaily EOD DLL 50K,futures,50000,159,one_time,USD,6,4,,eod_trailing,,,1,90,Daily payouts. No activation fee. Payouts every 1 day. A daily loss limit applies but the figure is not recorded — do not read the blank as 'no daily rule'.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidDirect 50K,futures,50000,,,USD,,,,,,,,,"Instant/direct funding with no evaluation. Price was not reliably surfaced, and profit target and payout rules differ from the evaluation accounts. Figures deliberately absent: the source said not to rely on them for this product.",NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidFlex 100K,futures,100000,215.6,one_time,USD,,3,,eod_trailing,2,,5,90,No daily loss limit. No consistency rule once funded. No activation fee. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,,"EdgeClear, NinjaTrader",,,
